,CODDEPTO,DEPARTAMENTO,Codigo,MUNICIPIO,SE,CONFIRMADOS,ACTIVOS,FALLECIDOS,RECUPERADOS(*),fecha
0,1,CHUQUISACA,10101,SUCRE,20,14,11,2,1,2020-05-10
1,1,CHUQUISACA,10501,MONTEAGUDO,20,1,1,0,0,2020-05-10
2,1,CHUQUISACA,10902,CULPINA,20,1,1,0,0,2020-05-10
3,2,LA PAZ,20101,LA PAZ,20,152,59,8,85,2020-05-10
4,2,LA PAZ,20105,EL ALTO,20,126,70,8,48,2020-05-10
5,2,LA PAZ,20201,ACHACACHI,20,1,0,0,1,2020-05-10
6,2,LA PAZ,20801,VIACHA,20,5,3,0,2,2020-05-10
7,2,LA PAZ,20904,MALLA,20,1,1,0,0,2020-05-10
8,2,LA PAZ,20905,CAIROMA,20,11,2,0,9,2020-05-10
9,2,LA PAZ,21003,CAJUATA,20,1,0,0,1,2020-05-10
10,2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),20,1,1,0,0,2020-05-10
11,2,LA PAZ,21202,LAJA,20,1,1,0,0,2020-05-10
12,2,LA PAZ,21301,SICA SICA (VILLA AROMA),20,2,0,1,1,2020-05-10
13,2,LA PAZ,21302,UMALA,20,4,4,0,0,2020-05-10
14,2,LA PAZ,21305,PATACAMAYA,20,27,16,2,9,2020-05-10
15,2,LA PAZ,21701,COPACABANA,20,1,0,0,1,2020-05-10
16,3,COCHABAMBA,30101,COCHABAMBA,20,71,54,2,15,2020-05-10
17,3,COCHABAMBA,30203,OMEREQUE,20,5,0,0,5,2020-05-10
18,3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),20,1,1,0,0,2020-05-10
19,3,COCHABAMBA,30401,TARATA,20,1,1,0,0,2020-05-10
20,3,COCHABAMBA,30501,ARANI,20,1,1,0,0,2020-05-10
21,3,COCHABAMBA,30502,VACAS,20,1,1,0,0,2020-05-10
22,3,COCHABAMBA,30702,SANTIVAÑES,20,12,1,0,11,2020-05-10
23,3,COCHABAMBA,30801,CLIZA,20,2,0,1,1,2020-05-10
24,3,COCHABAMBA,30901,QUILLACOLLO,20,23,9,1,13,2020-05-10
25,3,COCHABAMBA,30902,SIPE SIPE,20,18,17,1,0,2020-05-10
26,3,COCHABAMBA,30903,TIQUIPAYA,20,2,2,0,0,2020-05-10
27,3,COCHABAMBA,30904,VINTO,20,2,1,1,0,2020-05-10
28,3,COCHABAMBA,30905,COLCAPIRHUA,20,2,2,0,0,2020-05-10
29,3,COCHABAMBA,31001,SACABA,20,50,48,1,1,2020-05-10
30,3,COCHABAMBA,31002,COLOMI,20,1,1,0,0,2020-05-10
31,3,COCHABAMBA,31003,VILLA TUNARI,20,4,4,0,0,2020-05-10
32,3,COCHABAMBA,31204,CHIMORE,20,1,0,0,1,2020-05-10
33,3,COCHABAMBA,31205,PUERTO VILLARROEL,20,1,1,0,0,2020-05-10
34,3,COCHABAMBA,31206,ENTRE RIOS CBBA,20,1,1,0,0,2020-05-10
35,3,COCHABAMBA,31401,PUNATA,20,8,4,1,3,2020-05-10
36,3,COCHABAMBA,31403,SAN BENITO,20,7,6,1,0,2020-05-10
37,3,COCHABAMBA,31602,SHINAOTA,20,0,0,0,0,2020-05-10
38,4,ORURO,40101,ORURO,20,86,41,5,40,2020-05-10
39,4,ORURO,40202,SANTUARIO DE QUILLACAS,20,3,1,0,2,2020-05-10
40,4,ORURO,40701,HUANUNI,20,33,15,0,18,2020-05-10
41,4,ORURO,41101,EUCALIPTUS,20,11,1,4,6,2020-05-10
42,5,POTOSI,50101,POTOSI,20,29,18,1,10,2020-05-10
43,5,POTOSI,50901,"COLCHA ""K""",20,4,4,0,0,2020-05-10
44,5,POTOSI,51201,UYUNI,20,3,2,0,1,2020-05-10
45,6,TARIJA,60101,TARIJA,20,11,9,0,2,2020-05-10
46,6,TARIJA,60301,YACUIBA,20,1,0,1,0,2020-05-10
47,6,TARIJA,60501,SAN LORENZO(TJA),20,1,1,0,0,2020-05-10
48,7,SANTA CRUZ,70101,SANTA CRUZ DE LA SIERRA,20,1501,1358,55,88,2020-05-10
49,7,SANTA CRUZ,70102,COTOCA,20,11,11,0,0,2020-05-10
50,7,SANTA CRUZ,70103,PORONGO,20,3,2,0,1,2020-05-10
51,7,SANTA CRUZ,70104,LA GUARDIA,20,101,95,3,3,2020-05-10
52,7,SANTA CRUZ,70105,EL TORNO,20,42,41,1,0,2020-05-10
53,7,SANTA CRUZ,70201,WARNES,20,77,76,1,0,2020-05-10
54,7,SANTA CRUZ,70202,OKINAWA UNO,20,1,1,0,0,2020-05-10
55,7,SANTA CRUZ,70401,BUENA VISTA,20,5,5,0,0,2020-05-10
56,7,SANTA CRUZ,70402,SAN CARLOS,20,1,0,0,1,2020-05-10
57,7,SANTA CRUZ,70403,YAPACANI,20,6,6,0,0,2020-05-10
58,7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,20,7,7,0,0,2020-05-10
59,7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,20,0,0,0,0,2020-05-10
60,7,SANTA CRUZ,70502,PAILON,20,10,10,0,0,2020-05-10
61,7,SANTA CRUZ,70503,ROBORÉ,20,7,3,1,3,2020-05-10
62,7,SANTA CRUZ,70601,PORTACHUELO,20,34,33,1,0,2020-05-10
63,7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,20,19,19,0,0,2020-05-10
64,7,SANTA CRUZ,70603,COLPA BÉLGICA,20,14,13,1,0,2020-05-10
65,7,SANTA CRUZ,70701,LAGUNILLAS,20,0,0,0,0,2020-05-10
66,7,SANTA CRUZ,70703,CABEZAS,20,3,3,0,0,2020-05-10
67,7,SANTA CRUZ,70706,CAMIRI,20,7,7,0,0,2020-05-10
68,7,SANTA CRUZ,70801,VALLE GRANDE,20,9,5,0,4,2020-05-10
69,7,SANTA CRUZ,70803,MORO MORO,20,8,8,0,0,2020-05-10
70,7,SANTA CRUZ,70901,SAMAIPATA,20,2,2,0,0,2020-05-10
71,7,SANTA CRUZ,70902,PAMPA GRANDE,20,0,0,0,0,2020-05-10
72,7,SANTA CRUZ,70903,MAIRANA,20,19,17,2,0,2020-05-10
73,7,SANTA CRUZ,70904,QUIRUSILLAS,20,0,0,0,0,2020-05-10
74,7,SANTA CRUZ,71001,MONTERO,20,523,489,17,17,2020-05-10
75,7,SANTA CRUZ,71002,GRAL. SAAVEDRA,20,15,15,0,0,2020-05-10
76,7,SANTA CRUZ,71003,MINEROS,20,29,29,0,0,2020-05-10
77,7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,20,23,22,1,0,2020-05-10
78,7,SANTA CRUZ,71005,SAN PEDRO,20,32,32,0,0,2020-05-10
79,7,SANTA CRUZ,71101,CONCEPCIÓN,20,2,2,0,0,2020-05-10
80,7,SANTA CRUZ,71104,SAN JULIÁN,20,3,3,0,0,2020-05-10
81,7,SANTA CRUZ,71106,CUATRO CAÑADAS,20,3,2,1,0,2020-05-10
82,7,SANTA CRUZ,71401,PUERTO SUAREZ,20,1,1,0,0,2020-05-10
83,7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,20,0,0,0,0,2020-05-10
84,8,BENI,80101,TRINIDAD,20,534,491,39,4,2020-05-10
85,8,BENI,80201,RIBERALTA,20,0,0,0,0,2020-05-10
86,8,BENI,80202,GUAYARAMERIN,20,5,5,0,0,2020-05-10
87,8,BENI,80302,SAN BORJA,20,0,0,0,0,2020-05-10
88,8,BENI,80401,SANTA ANA,20,0,0,0,0,2020-05-10
89,8,BENI,80501,SAN IGNACIO,20,2,2,0,0,2020-05-10
90,8,BENI,80602,SAN ANDRES,20,10,10,0,0,2020-05-10
91,8,BENI,80702,SAN RAMON BENI,20,0,0,0,0,2020-05-10
92,9,PANDO,90101,COBIJA,20,12,5,1,6,2020-05-10
93,1,CHUQUISACA,10101,SUCRE,21,17,4,2,11,2020-05-17
94,1,CHUQUISACA,10304,ICLA,21,1,1,0,0,2020-05-17
95,1,CHUQUISACA,10501,MONTEAGUDO,21,2,2,0,0,2020-05-17
96,1,CHUQUISACA,10902,CULPINA,21,1,1,0,0,2020-05-17
97,2,LA PAZ,20101,LA PAZ,21,179,72,9,98,2020-05-17
98,2,LA PAZ,20105,EL ALTO,21,146,67,10,69,2020-05-17
99,2,LA PAZ,20201,ACHACACHI,21,1,0,0,1,2020-05-17
100,2,LA PAZ,20801,VIACHA,21,5,2,0,3,2020-05-17
101,2,LA PAZ,20904,MALLA,21,1,1,0,0,2020-05-17
102,2,LA PAZ,20905,CAIROMA,21,11,0,0,11,2020-05-17
103,2,LA PAZ,21003,CAJUATA,21,1,0,0,1,2020-05-17
104,2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),21,1,1,0,0,2020-05-17
105,2,LA PAZ,21202,LAJA,21,1,1,0,0,2020-05-17
106,2,LA PAZ,21301,SICA SICA (VILLA AROMA),21,2,0,1,1,2020-05-17
107,2,LA PAZ,21302,UMALA,21,8,7,1,0,2020-05-17
108,2,LA PAZ,21305,PATACAMAYA,21,27,9,2,16,2020-05-17
109,2,LA PAZ,21701,COPACABANA,21,1,0,0,1,2020-05-17
110,2,LA PAZ,22001,CARANAVI,21,3,3,0,0,2020-05-17
111,3,COCHABAMBA,30101,COCHABAMBA,21,97,79,3,15,2020-05-17
112,3,COCHABAMBA,30203,OMEREQUE,21,5,0,0,5,2020-05-17
113,3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),21,1,1,0,0,2020-05-17
114,3,COCHABAMBA,30401,TARATA,21,2,2,0,0,2020-05-17
115,3,COCHABAMBA,30501,ARANI,21,2,2,0,0,2020-05-17
116,3,COCHABAMBA,30502,VACAS,21,2,2,0,0,2020-05-17
117,3,COCHABAMBA,30702,SANTIVAÑES,21,12,0,0,12,2020-05-17
118,3,COCHABAMBA,30801,CLIZA,21,2,0,1,1,2020-05-17
119,3,COCHABAMBA,30901,QUILLACOLLO,21,26,9,2,15,2020-05-17
120,3,COCHABAMBA,30902,SIPE SIPE,21,16,15,1,0,2020-05-17
121,3,COCHABAMBA,30903,TIQUIPAYA,21,2,2,0,0,2020-05-17
122,3,COCHABAMBA,30904,VINTO,21,7,6,1,0,2020-05-17
123,3,COCHABAMBA,30905,COLCAPIRHUA,21,2,2,0,0,2020-05-17
124,3,COCHABAMBA,31001,SACABA,21,60,57,2,1,2020-05-17
125,3,COCHABAMBA,31002,COLOMI,21,1,0,1,0,2020-05-17
126,3,COCHABAMBA,31003,VILLA TUNARI,21,16,16,0,0,2020-05-17
127,3,COCHABAMBA,31204,CHIMORE,21,6,5,0,1,2020-05-17
128,3,COCHABAMBA,31205,PUERTO VILLARROEL,21,4,4,0,0,2020-05-17
129,3,COCHABAMBA,31206,ENTRE RIOS CBBA,21,9,9,0,0,2020-05-17
130,3,COCHABAMBA,31401,PUNATA,21,13,7,1,5,2020-05-17
131,3,COCHABAMBA,31403,SAN BENITO,21,8,7,1,0,2020-05-17
132,3,COCHABAMBA,31602,SHINAOTA,21,2,2,0,0,2020-05-17
133,4,ORURO,40101,ORURO,21,92,40,6,46,2020-05-17
134,4,ORURO,40202,SANTUARIO DE QUILLACAS,21,3,1,0,2,2020-05-17
135,4,ORURO,40701,HUANUNI,21,39,20,3,16,2020-05-17
136,4,ORURO,41101,EUCALIPTUS,21,11,1,4,6,2020-05-17
137,5,POTOSI,50101,POTOSI,21,29,14,1,14,2020-05-17
138,5,POTOSI,50203,LLALLAGUA,21,5,5,0,0,2020-05-17
139,5,POTOSI,50901,"COLCHA ""K""",21,4,4,0,0,2020-05-17
140,5,POTOSI,51201,UYUNI,21,3,0,0,3,2020-05-17
141,6,TARIJA,60101,TARIJA,21,15,9,1,5,2020-05-17
142,6,TARIJA,60301,YACUIBA,21,1,0,1,0,2020-05-17
143,6,TARIJA,60303,VILLA MONTES,21,1,1,0,0,2020-05-17
144,6,TARIJA,60501,SAN LORENZO(TJA),21,1,0,0,1,2020-05-17
145,7,SANTA CRUZ,70101,SANTA CRUZ DE LA SIERRA,21,2427,2221,76,130,2020-05-17
146,7,SANTA CRUZ,70102,COTOCA,21,22,21,1,0,2020-05-17
147,7,SANTA CRUZ,70103,PORONGO,21,9,8,0,1,2020-05-17
148,7,SANTA CRUZ,70104,LA GUARDIA,21,159,147,4,8,2020-05-17
149,7,SANTA CRUZ,70105,EL TORNO,21,69,67,1,1,2020-05-17
150,7,SANTA CRUZ,70201,WARNES,21,97,96,1,0,2020-05-17
151,7,SANTA CRUZ,70202,OKINAWA UNO,21,2,2,0,0,2020-05-17
152,7,SANTA CRUZ,70401,BUENA VISTA,21,12,12,0,0,2020-05-17
153,7,SANTA CRUZ,70402,SAN CARLOS,21,2,1,0,1,2020-05-17
154,7,SANTA CRUZ,70403,YAPACANI,21,17,17,0,0,2020-05-17
155,7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,21,8,8,0,0,2020-05-17
156,7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,21,2,2,0,0,2020-05-17
157,7,SANTA CRUZ,70502,PAILON,21,19,18,1,0,2020-05-17
158,7,SANTA CRUZ,70503,ROBORÉ,21,7,3,1,3,2020-05-17
159,7,SANTA CRUZ,70601,PORTACHUELO,21,85,84,1,0,2020-05-17
160,7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,21,21,21,0,0,2020-05-17
161,7,SANTA CRUZ,70603,COLPA BÉLGICA,21,23,21,2,0,2020-05-17
162,7,SANTA CRUZ,70701,LAGUNILLAS,21,4,4,0,0,2020-05-17
163,7,SANTA CRUZ,70703,CABEZAS,21,8,8,0,0,2020-05-17
164,7,SANTA CRUZ,70706,CAMIRI,21,7,7,0,0,2020-05-17
165,7,SANTA CRUZ,70801,VALLE GRANDE,21,9,5,0,4,2020-05-17
166,7,SANTA CRUZ,70803,MORO MORO,21,12,12,0,0,2020-05-17
167,7,SANTA CRUZ,70901,SAMAIPATA,21,2,2,0,0,2020-05-17
168,7,SANTA CRUZ,70902,PAMPA GRANDE,21,5,4,1,0,2020-05-17
169,7,SANTA CRUZ,70903,MAIRANA,21,25,22,2,1,2020-05-17
170,7,SANTA CRUZ,70904,QUIRUSILLAS,21,1,1,0,0,2020-05-17
171,7,SANTA CRUZ,71001,MONTERO,21,681,628,24,29,2020-05-17
172,7,SANTA CRUZ,71002,GRAL. SAAVEDRA,21,23,23,0,0,2020-05-17
173,7,SANTA CRUZ,71003,MINEROS,21,38,38,0,0,2020-05-17
174,7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,21,31,30,1,0,2020-05-17
175,7,SANTA CRUZ,71005,SAN PEDRO,21,55,54,0,1,2020-05-17
176,7,SANTA CRUZ,71101,CONCEPCIÓN,21,2,2,0,0,2020-05-17
177,7,SANTA CRUZ,71104,SAN JULIÁN,21,4,4,0,0,2020-05-17
178,7,SANTA CRUZ,71106,CUATRO CAÑADAS,21,8,7,1,0,2020-05-17
179,7,SANTA CRUZ,71401,PUERTO SUAREZ,21,3,3,0,0,2020-05-17
180,7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,21,1,1,0,0,2020-05-17
181,8,BENI,80101,TRINIDAD,21,1046,977,65,4,2020-05-17
182,8,BENI,80201,RIBERALTA,21,4,4,0,0,2020-05-17
183,8,BENI,80202,GUAYARAMERIN,21,29,28,1,0,2020-05-17
184,8,BENI,80302,SAN BORJA,21,1,1,0,0,2020-05-17
185,8,BENI,80401,SANTA ANA,21,1,1,0,0,2020-05-17
186,8,BENI,80501,SAN IGNACIO,21,4,4,0,0,2020-05-17
187,8,BENI,80602,SAN ANDRES,21,11,11,0,0,2020-05-17
188,8,BENI,80702,SAN RAMON BENI,21,1,0,1,0,2020-05-17
189,9,PANDO,90101,COBIJA,21,12,5,1,6,2020-05-17
190,1,CHUQUISACA,10101,SUCRE,22,19,5,2,12,2020-05-24
191,1,CHUQUISACA,10304,ICLA,22,1,1,0,0,2020-05-24
192,1,CHUQUISACA,10501,MONTEAGUDO,22,4,4,0,0,2020-05-24
193,1,CHUQUISACA,10902,CULPINA,22,1,1,0,0,2020-05-24
194,2,LA PAZ,20101,LA PAZ,22,208,72,11,125,2020-05-24
195,2,LA PAZ,20104,ACHOCALLA,22,3,3,0,0,2020-05-24
196,2,LA PAZ,20105,EL ALTO,22,187,95,12,80,2020-05-24
197,2,LA PAZ,20201,ACHACACHI,22,1,0,0,1,2020-05-24
198,2,LA PAZ,20801,VIACHA,22,19,16,0,3,2020-05-24
199,2,LA PAZ,20904,MALLA,22,1,1,0,0,2020-05-24
200,2,LA PAZ,20905,CAIROMA,22,11,0,0,11,2020-05-24
201,2,LA PAZ,21003,CAJUATA,22,1,0,0,1,2020-05-24
202,2,LA PAZ,21004,COLQUIRI,22,2,2,0,0,2020-05-24
203,2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),22,1,1,0,0,2020-05-24
204,2,LA PAZ,21202,LAJA,22,1,1,0,0,2020-05-24
205,2,LA PAZ,21301,SICA SICA (VILLA AROMA),22,2,0,1,1,2020-05-24
206,2,LA PAZ,21302,UMALA,22,10,9,1,0,2020-05-24
207,2,LA PAZ,21305,PATACAMAYA,22,27,7,2,18,2020-05-24
208,2,LA PAZ,21701,COPACABANA,22,1,0,0,1,2020-05-24
209,2,LA PAZ,22001,CARANAVI,22,3,3,0,0,2020-05-24
210,3,COCHABAMBA,30101,COCHABAMBA,22,195,171,4,20,2020-05-24
211,3,COCHABAMBA,30203,OMEREQUE,22,5,0,0,5,2020-05-24
212,3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),22,1,1,0,0,2020-05-24
213,3,COCHABAMBA,30401,TARATA,22,2,2,0,0,2020-05-24
214,3,COCHABAMBA,30501,ARANI,22,3,3,0,0,2020-05-24
215,3,COCHABAMBA,30502,VACAS,22,2,2,0,0,2020-05-24
216,3,COCHABAMBA,30701,CAPINOTA,22,1,1,0,0,2020-05-24
217,3,COCHABAMBA,30702,SANTIVAÑES,22,12,0,0,12,2020-05-24
218,3,COCHABAMBA,30801,CLIZA,22,2,0,1,1,2020-05-24
219,3,COCHABAMBA,30803,TOLATA,22,1,1,0,0,2020-05-24
220,3,COCHABAMBA,30901,QUILLACOLLO,22,52,35,2,15,2020-05-24
221,3,COCHABAMBA,30902,SIPE SIPE,22,17,16,1,0,2020-05-24
222,3,COCHABAMBA,30903,TIQUIPAYA,22,5,5,0,0,2020-05-24
223,3,COCHABAMBA,30904,VINTO,22,11,10,1,0,2020-05-24
224,3,COCHABAMBA,30905,COLCAPIRHUA,22,6,6,0,0,2020-05-24
225,3,COCHABAMBA,31001,SACABA,22,103,97,5,1,2020-05-24
226,3,COCHABAMBA,31002,COLOMI,22,3,2,1,0,2020-05-24
227,3,COCHABAMBA,31003,VILLA TUNARI,22,19,19,0,0,2020-05-24
228,3,COCHABAMBA,31204,CHIMORE,22,15,13,1,1,2020-05-24
229,3,COCHABAMBA,31205,PUERTO VILLARROEL,22,20,19,1,0,2020-05-24
230,3,COCHABAMBA,31206,ENTRE RIOS CBBA,22,39,35,4,0,2020-05-24
231,3,COCHABAMBA,31401,PUNATA,22,18,12,1,5,2020-05-24
232,3,COCHABAMBA,31403,SAN BENITO,22,8,7,1,0,2020-05-24
233,3,COCHABAMBA,31501,BOLIVAR,22,1,1,0,0,2020-05-24
234,3,COCHABAMBA,31602,SHINAOTA,22,15,15,0,0,2020-05-24
235,4,ORURO,40101,ORURO,22,120,64,7,49,2020-05-24
236,4,ORURO,40202,SANTUARIO DE QUILLACAS,22,3,1,0,2,2020-05-24
237,4,ORURO,40701,HUANUNI,22,49,29,4,16,2020-05-24
238,4,ORURO,41101,EUCALIPTUS,22,18,9,3,6,2020-05-24
239,5,POTOSI,50101,POTOSI,22,32,8,2,22,2020-05-24
240,5,POTOSI,50201,UNCIA,22,1,1,0,0,2020-05-24
241,5,POTOSI,50203,LLALLAGUA,22,8,8,0,0,2020-05-24
242,5,POTOSI,50901,"COLCHA ""K""",22,4,1,0,3,2020-05-24
243,5,POTOSI,51201,UYUNI,22,3,0,0,3,2020-05-24
244,6,TARIJA,60101,TARIJA,22,24,17,1,6,2020-05-24
245,6,TARIJA,60201,PADCAYA,22,1,1,0,0,2020-05-24
246,6,TARIJA,60301,YACUIBA,22,1,0,1,0,2020-05-24
247,6,TARIJA,60302,CARAPARI,22,1,1,0,0,2020-05-24
248,6,TARIJA,60303,VILLA MONTES,22,4,3,1,0,2020-05-24
249,6,TARIJA,60501,SAN LORENZO(TJA),22,1,0,0,1,2020-05-24
250,7,SANTA CRUZ,70101,SANTA CRUZ,22,4188,3827,102,259,2020-05-24
251,7,SANTA CRUZ,70102,COTOCA,22,51,47,1,3,2020-05-24
252,7,SANTA CRUZ,70103,PORONGO,22,27,26,0,1,2020-05-24
253,7,SANTA CRUZ,70104,LA GUARDIA,22,262,238,5,19,2020-05-24
254,7,SANTA CRUZ,70105,EL TORNO,22,119,106,1,12,2020-05-24
255,7,SANTA CRUZ,70201,WARNES,22,137,133,2,2,2020-05-24
256,7,SANTA CRUZ,70202,OKINAWA UNO,22,8,8,0,0,2020-05-24
257,7,SANTA CRUZ,70301,SAN IGNACIO DE VELASCO,22,2,2,0,0,2020-05-24
258,7,SANTA CRUZ,70401,BUENA VISTA,22,14,14,0,0,2020-05-24
259,7,SANTA CRUZ,70402,SAN CARLOS,22,10,9,0,1,2020-05-24
260,7,SANTA CRUZ,70403,YAPACANI,22,34,34,0,0,2020-05-24
261,7,SANTA CRUZ,70404,SAN JUAN DE YAPACANI,22,10,10,0,0,2020-05-24
262,7,SANTA CRUZ,70501,SAN JOSÉ DE CHIQUITOS,22,16,15,1,0,2020-05-24
263,7,SANTA CRUZ,70502,PAILON,22,35,34,1,0,2020-05-24
264,7,SANTA CRUZ,70503,ROBORÉ,22,7,1,1,5,2020-05-24
265,7,SANTA CRUZ,70601,PORTACHUELO,22,132,130,2,0,2020-05-24
266,7,SANTA CRUZ,70602,SANTA ROSA DEL SARA,22,25,20,0,5,2020-05-24
267,7,SANTA CRUZ,70603,COLPA BÉLGICA,22,38,36,2,0,2020-05-24
268,7,SANTA CRUZ,70701,LAGUNILLAS,22,4,4,0,0,2020-05-24
269,7,SANTA CRUZ,70703,CABEZAS,22,15,13,0,2,2020-05-24
270,7,SANTA CRUZ,70706,CAMIRI,22,16,9,0,7,2020-05-24
271,7,SANTA CRUZ,70801,VALLE GRANDE,22,10,6,0,4,2020-05-24
272,7,SANTA CRUZ,70803,MORO MORO,22,19,19,0,0,2020-05-24
273,7,SANTA CRUZ,70901,SAMAIPATA,22,4,4,0,0,2020-05-24
274,7,SANTA CRUZ,70902,PAMPA GRANDE,22,5,4,1,0,2020-05-24
275,7,SANTA CRUZ,70903,MAIRANA,22,27,24,2,1,2020-05-24
276,7,SANTA CRUZ,70904,QUIRUSILLAS,22,1,1,0,0,2020-05-24
277,7,SANTA CRUZ,71001,MONTERO,22,992,913,26,53,2020-05-24
278,7,SANTA CRUZ,71002,GRAL. SAAVEDRA,22,34,34,0,0,2020-05-24
279,7,SANTA CRUZ,71003,MINEROS,22,71,71,0,0,2020-05-24
280,7,SANTA CRUZ,71004,FERNÁNDEZ ALONSO,22,49,48,1,0,2020-05-24
281,7,SANTA CRUZ,71005,SAN PEDRO,22,131,130,0,1,2020-05-24
282,7,SANTA CRUZ,71101,CONCEPCIÓN,22,4,4,0,0,2020-05-24
283,7,SANTA CRUZ,71104,SAN JULIÁN,22,12,10,0,2,2020-05-24
284,7,SANTA CRUZ,71105,SAN ANTONIO DE LOMERÍO,22,2,2,0,0,2020-05-24
285,7,SANTA CRUZ,71106,CUATRO CAÑADAS,22,15,14,1,0,2020-05-24
286,7,SANTA CRUZ,71201,SAN MATIAS,22,3,3,0,0,2020-05-24
287,7,SANTA CRUZ,71401,PUERTO SUAREZ,22,4,4,0,0,2020-05-24
288,7,SANTA CRUZ,71501,ASCENCIÓN DE GUARAYOS,22,9,9,0,0,2020-05-24
289,8,BENI,80101,TRINIDAD,22,1551,1459,84,8,2020-05-24
290,8,BENI,80201,RIBERALTA,22,17,17,0,0,2020-05-24
291,8,BENI,80202,GUAYARAMERIN,22,115,111,4,0,2020-05-24
292,8,BENI,80302,SAN BORJA,22,1,1,0,0,2020-05-24
293,8,BENI,80401,SANTA ANA,22,3,3,0,0,2020-05-24
294,8,BENI,80501,SAN IGNACIO,22,5,5,0,0,2020-05-24
295,8,BENI,80602,SAN ANDRES,22,14,14,0,0,2020-05-24
296,8,BENI,80702,SAN RAMON BENI,22,1,0,1,0,2020-05-24
297,9,PANDO,90101,COBIJA,22,14,6,1,7,2020-05-24
298,1,CHUQUISACA,10101,SUCRE,23,27,13,2,12,2020-05-31
299,1,CHUQUISACA,10102,YOTALA,23,1,1,0,0,2020-05-31
300,1,CHUQUISACA,10304,ICLA,23,1,1,0,0,2020-05-31
301,1,CHUQUISACA,10501,MONTEAGUDO,23,7,6,0,1,2020-05-31
302,1,CHUQUISACA,10902,CULPINA,23,1,0,0,1,2020-05-31
303,1,CHUQUISACA,11001,VILLA VACA GUZMAN (MUYUPAMPA),23,2,2,0,0,2020-05-31
304,2,LA PAZ,20101,LA PAZ,23,324,167,13,144,2020-05-31
305,2,LA PAZ,20104,ACHOCALLA,23,10,10,0,0,2020-05-31
306,2,LA PAZ,20105,EL ALTO,23,264,164,16,84,2020-05-31
307,2,LA PAZ,20201,ACHACACHI,23,3,1,1,1,2020-05-31
308,2,LA PAZ,20601,SORATA,23,1,1,0,0,2020-05-31
309,2,LA PAZ,20602,GUANAY,23,1,1,0,0,2020-05-31
310,2,LA PAZ,20608,TEOPONTE,23,1,1,0,0,2020-05-31
311,2,LA PAZ,20801,VIACHA,23,59,57,0,2,2020-05-31
312,2,LA PAZ,20904,MALLA,23,1,0,0,1,2020-05-31
313,2,LA PAZ,20905,CAIROMA,23,11,0,0,11,2020-05-31
314,2,LA PAZ,21003,CAJUATA,23,1,0,0,1,2020-05-31
315,2,LA PAZ,21004,COLQUIRI,23,6,6,0,0,2020-05-31
316,2,LA PAZ,21101,CHULUMANI (V. DE LA LIBERTAD),23,1,0,0,1,2020-05-31
317,2,LA PAZ,21104,PALOS BLANCOS,23,1,0,1,0,2020-05-31
318,2,LA PAZ,21105,LA ASUNTA,23,1,0,1,0,2020-05-31
319,2,LA PAZ,21202,LAJA,23,1,1,0,0,2020-05-31
320,2,LA PAZ,21301,SICA SICA (VILLA AROMA),23,2,0,1,1,2020-05-31
321,2,LA PAZ,21302,UMALA,23,12,8,2,2,2020-05-31
322,2,LA PAZ,21305,PATACAMAYA,23,31,11,2,18,2020-05-31
323,2,LA PAZ,21402,CORIPATA,23,1,1,0,0,2020-05-31
324,2,LA PAZ,21701,COPACABANA,23,2,1,0,1,2020-05-31
325,2,LA PAZ,22001,CARANAVI,23,3,1,0,2,2020-05-31
326,3,COCHABAMBA,30101,COCHABAMBA,23,377,342,12,23,2020-05-31
327,3,COCHABAMBA,30203,OMEREQUE,23,5,0,0,5,2020-05-31
328,3,COCHABAMBA,30301,AYOPAYA (V. DE INDEPENDENCIA),23,1,1,0,0,2020-05-31
329,3,COCHABAMBA,30401,TARATA,23,2,2,0,0,2020-05-31
330,3,COCHABAMBA,30501,ARANI,23,3,3,0,0,2020-05-31
331,3,COCHABAMBA,30502,VACAS,23,2,2,0,0,2020-05-31
332,3,COCHABAMBA,30701,CAPINOTA,23,2,1,1,0,2020-05-31
333,3,COCHABAMBA,30702,SANTIVAÑES,23,14,1,1,12,2020-05-31
334,3,COCHABAMBA,30801,CLIZA,23,2,0,1,1,2020-05-31
335,3,COCHABAMBA,30802,TOCO,23,1,1,0,0,2020-05-31
336,3,COCHABAMBA,30803,TOLATA,23,1,0,1,0,2020-05-31
